"LOCUS"	"LENGTH"	"RECORD_DATE"	"host"	"country"	"collection_date"	"serotype"	"isolate"	"strain"	"segment"	"gene"	"product"	"codon_start"	"note"	"COMPLEMENT"	"position"	"regAssign"
"EU553890"	" 627"	"22-APR-2008"	"-1"	"France"	"1969"	"C"	"C1/Haute Loire/FRA/3/69"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>627"	"1"
"EU553889"	" 627"	"22-APR-2008"	"-1"	"France"	"1960"	"C"	"C1/Vosges/FRA/60"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>627"	"1"
"EU553888"	" 627"	"22-APR-2008"	"-1"	"Denmark"	"1961"	"C"	"C1/Turup/DEN/61"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>627"	"1"
"EU553887"	" 627"	"22-APR-2008"	"-1"	"Belgium"	"1972"	"C"	"C/BEL/1/72"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>627"	"1"
"EU553886"	" 633"	"22-APR-2008"	"-1"	"Belgium"	"1969"	"C"	"C5/BEL/1/69"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>633"	"1"
"EU553885"	" 627"	"22-APR-2008"	"-1"	"Belgium"	"1953"	"C"	"C1/Loupoigne/BEL/53"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>627"	"1"
"EU553884"	" 627"	"22-APR-2008"	"-1"	"Austria"	"1973"	"C"	"C/AUR/4/73"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>627"	"1"
"EU553883"	" 633"	"22-APR-2008"	"-1"	"Argentina"	"1983"	"C"	"C3/ARG/83"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>633"	"1"
"EU553882"	" 639"	"22-APR-2008"	"-1"	"Venezuela"	"1970"	"A"	"A32/VEN/1/70"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EU553881"	" 639"	"22-APR-2008"	"-1"	"-1"	"1990"	"A"	"A/N1621/Hanty-Mansijsk/USSR/90"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EU553880"	" 639"	"22-APR-2008"	"-1"	"Turkey"	"1968"	"A"	"A28/Polatli/68; A/TUR/2/69"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EU553879"	" 639"	"22-APR-2008"	"-1"	"Turkey"	"1965"	"A"	"A22/Mahmatli/TUR/65; A/TUR/3/69"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EU553878"	" 639"	"22-APR-2008"	"-1"	"Turkey"	"2006"	"A"	"A/TUR/1/2006"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EU553877"	" 639"	"22-APR-2008"	"-1"	"Spain"	"1973"	"A"	"A24/Santander/SPA/1/73"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EU553876"	" 636"	"22-APR-2008"	"-1"	"Spain"	"1959"	"A"	"A14/Bandujo/SPA/1/59"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>636"	"1"
"EU553875"	" 636"	"22-APR-2008"	"-1"	"Spain"	"1943"	"A"	"A2/SPA/43"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>636"	"1"
"EU553874"	" 639"	"22-APR-2008"	"-1"	"Saudi Arabia"	"1995"	"A"	"A/SAU/16/95"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EU553873"	" 639"	"22-APR-2008"	"-1"	"Netherlands"	"1977"	"A"	"A/NET/1/77"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EU553872"	" 636"	"22-APR-2008"	"-1"	"Malta"	"1978"	"A"	"A/MTA/1/78"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>636"	"1"
"EU553871"	" 636"	"22-APR-2008"	"-1"	"Morocco"	"1983"	"A"	"A/MOR/8/83"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>636"	"1"
"EU553870"	" 639"	"22-APR-2008"	"-1"	"Morocco"	"1977"	"A"	"A/MOR/7/77"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EU553869"	" 639"	"22-APR-2008"	"-1"	"Macedonia"	"1996"	"A"	"A/MCD/1/96"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EU553868"	" 636"	"22-APR-2008"	"-1"	"Libya"	"1979"	"A"	"A/LIB/4/79"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>636"	"1"
"EU553867"	" 636"	"22-APR-2008"	"-1"	"Italy"	"1989"	"A"	"A/ITL/5/89"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>636"	"1"
"EU553866"	" 636"	"22-APR-2008"	"-1"	"Italy"	"1985"	"A"	"A/ITL/1/86 (1985)"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>636"	"1"
"EU553865"	" 636"	"22-APR-2008"	"-1"	"Italy"	"1984"	"A"	"A/ITL/1/85 (1984)"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>636"	"1"
"EU553864"	" 639"	"22-APR-2008"	"-1"	"Italy"	"1978"	"A"	"A/ITL/1/78A"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EU553863"	" 639"	"22-APR-2008"	"-1"	"Italy"	"1977"	"A"	"A/ITL/1/77"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EU553862"	" 639"	"22-APR-2008"	"-1"	"Italy"	"1975"	"A"	"A/ITL/1/75"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EU553861"	" 636"	"22-APR-2008"	"-1"	"Italy"	"1962"	"A"	"A5/Parma/ITL/62"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>636"	"1"
"EU553860"	" 636"	"22-APR-2008"	"-1"	"Italy"	"1950"	"A"	"A8/Parma/ITL/50"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>636"	"1"
"EU553859"	" 639"	"22-APR-2008"	"-1"	"Greece"	"1977"	"A"	"A/GRE/1/77"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EU553858"	" 639"	"22-APR-2008"	"-1"	"Greece"	"1976"	"A"	"A/GRE/1/76"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EU553857"	" 636"	"22-APR-2008"	"-1"	"Greece"	"1950"	"A"	"A7/GRE/50"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>636"	"1"
"EU553856"	" 639"	"22-APR-2008"	"-1"	"Germany"	"1976"	"A"	"A/Aachen/GER/76; A/GER/1/77"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EU553855"	" 636"	"22-APR-2008"	"-1"	"Germany: West"	"1948"	"A"	"A4/Hessen/WGER/48"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>636"	"1"
"EU553854"	" 636"	"22-APR-2008"	"-1"	"Germany: East"	"1947"	"A"	"A5/Pommern/EGER/47"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>636"	"1"
"EU553853"	" 636"	"22-APR-2008"	"-1"	"Germany"	"1944"	"A"	"A3/Mecklenberg/GER/44"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>636"	"1"
"EU553852"	" 639"	"22-APR-2008"	"-1"	"Germany"	"1929"	"A"	"A11/GER/29 (AGB)"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EU553851"	" 639"	"22-APR-2008"	"-1"	"Brazil"	"1976"	"A"	"A79/Cacapava/BRA/76; A/BRA/2/77"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EU553850"	" 639"	"22-APR-2008"	"-1"	"Albania"	"1996"	"A"	"A/ALB/1/96"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EU553849"	" 639"	"22-APR-2008"	"-1"	"Turkey"	"1995"	"O"	"O/TUR/1/96"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EU553848"	" 639"	"22-APR-2008"	"-1"	"Turkey"	"1995"	"O"	"O/TUR/2/95"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EU553847"	" 639"	"22-APR-2008"	"-1"	"Saudi Arabia"	"1993"	"O"	"O/SAU/29/93"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EU553846"	" 639"	"22-APR-2008"	"-1"	"Oman"	"1991"	"O"	"O/OMN/3/91"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EU553845"	" 639"	"22-APR-2008"	"-1"	"Italy"	"1993"	"O"	"O/ITL/1/93"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EU553844"	" 639"	"22-APR-2008"	"-1"	"Israel"	"1992"	"O"	"O/ISR/1/92"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EU553843"	" 639"	"22-APR-2008"	"-1"	"Germany"	"1987"	"O"	"O1/Burgwedel/87"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EU553842"	" 639"	"22-APR-2008"	"-1"	"Germany"	"1988"	"O"	"O1/Burdorf/FRG/2/88"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EU553841"	" 639"	"22-APR-2008"	"-1"	"Germany"	"1988"	"O"	"O1/Wettmar/FRG/1/88"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EU553840"	" 639"	"22-APR-2008"	"-1"	"Egypt"	"1993"	"O"	"O/EGY/3/93"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EU553839"	" 639"	"22-APR-2008"	"-1"	"Bulgaria"	"1996"	"O"	"O/BUL/1/96"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EU553838"	" 639"	"22-APR-2008"	"-1"	"Bulgaria"	"1993"	"O"	"O/BUL/1/93"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EU553837"	" 639"	"22-APR-2008"	"-1"	"Bulgaria"	"1991"	"O"	"O/BUL/1/91"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EU553836"	" 639"	"22-APR-2008"	"-1"	"Belgium"	"1963"	"O"	"O1/Brugge/BEL/63; O/BEL/1/84"	"-1"	"-1"	"1d"	"VP1 protein"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EF208778"	" 636"	"25-APR-2007"	"-1"	"Thailand"	"1997"	"A"	"A/TAI/2/97"	"-1"	"-1"	"1d"	"VP1"	"1"	"capsid polypeptide"	"FALSE"	"<1..>636"	"1"
"EF208777"	" 636"	"25-APR-2007"	"-1"	"Thailand: Sara Buri"	"1987"	"A"	"A/TAI/118/87"	"-1"	"-1"	"1d"	"VP1"	"1"	"capsid polypeptide"	"FALSE"	"<1..>636"	"1"
"EF208776"	" 636"	"25-APR-2007"	"-1"	"Mali"	"1997"	"A"	"A/MAI/2/97"	"-1"	"-1"	"1d"	"VP1"	"1"	"capsid polypeptide"	"FALSE"	"<1..>636"	"1"
"EF208775"	" 639"	"25-APR-2007"	"bovine"	"Kenya: Nakuru"	"15-Sep-1998"	"A"	"A/KEN/16/98A"	"-1"	"-1"	"1d"	"VP1"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EF208774"	" 639"	"25-APR-2007"	"bovine"	"Kenya: Meru"	"08-Sep-1998"	"A"	"A/KEN/15/98"	"-1"	"-1"	"1d"	"VP1"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EF208773"	" 639"	"25-APR-2007"	"bovine"	"Kenya: Embu, Eastern Province"	"24-Aug-2005"	"A"	"A/KEN/29/2005"	"-1"	"-1"	"1d"	"VP1"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EF208772"	" 636"	"25-APR-2007"	"bovine"	"Azerbaijan: Tabriz, East Province, Iran"	"1999"	"A"	"A/IRN/22/99"	"-1"	"-1"	"1d"	"VP1"	"1"	"capsid polypeptide"	"FALSE"	"<1..>636"	"1"
"EF208771"	" 639"	"25-APR-2007"	"bovine"	"Iran: Zarnan, Shahriar, Tehran"	"13-Nov-1996"	"A"	"A/IRN/1/96"	"-1"	"-1"	"1d"	"VP1"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EF208770"	" 636"	"25-APR-2007"	"bovine"	"Iran: Mardabad, Kardaj, Tehran"	"11-Mar-1987"	"A"	"A/IRN/2/87"	"-1"	"-1"	"1d"	"VP1"	"1"	"capsid polypeptide"	"FALSE"	"<1..>636"	"1"
"EF208769"	" 639"	"25-APR-2007"	"bovine"	"Iran: Ghalch-Sadri, Qom, Qom Province"	"04-Apr-2005"	"A"	"A/IRN/1/2005"	"-1"	"-1"	"1d"	"VP1"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EF208768"	" 636"	"25-APR-2007"	"-1"	"Gambia"	"02-Apr-1998"	"A"	"A/GAM/44/98"	"-1"	"-1"	"1d"	"VP1"	"1"	"capsid polypeptide"	"FALSE"	"<1..>636"	"1"
"EF208767"	" 639"	"25-APR-2007"	"-1"	"Ethiopia: Nazret, East Shoa"	"09-Mar-1994"	"A"	"A/ETH/23/94"	"-1"	"-1"	"1d"	"VP1"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EF208766"	" 639"	"25-APR-2007"	"bovine"	"Ethiopia: Highland area of Eastern"	"02-Feb-1994"	"A"	"A/ETH/1/94"	"-1"	"-1"	"1d"	"VP1"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EF208765"	" 639"	"25-APR-2007"	"bovine"	"Ethiopia: Shena"	"03-Oct-1992"	"A"	"A/ETH/7/92"	"-1"	"-1"	"1d"	"VP1"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EF208764"	" 639"	"25-APR-2007"	"bovine"	"Ethiopia: Hadiya-Ambursi"	"-1"	"A"	"A/ETH/16/2005"	"-1"	"-1"	"1d"	"VP1"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EF208763"	" 639"	"25-APR-2007"	"bovine"	"Ethiopia: Dire Dawa"	"11-Dec-2000"	"A"	"A/ETH/4/2005"	"-1"	"-1"	"1d"	"VP1"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EF208762"	" 639"	"25-APR-2007"	"bovine"	"Ethiopia: Tigray"	"-1"	"A"	"A/ETH/3/2005"	"-1"	"-1"	"1d"	"VP1"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EF208761"	" 639"	"25-APR-2007"	"-1"	"Egypt: Domiat"	"Feb-2006"	"A"	"A/EGY/5/2006"	"-1"	"-1"	"1d"	"VP1"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EF208760"	" 639"	"25-APR-2007"	"-1"	"Egypt: Fayoum"	"Feb-2006"	"A"	"A/EGY/4/2006"	"-1"	"-1"	"1d"	"VP1"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EF208759"	" 639"	"25-APR-2007"	"bovine"	"Egypt: Ismailia"	"09-Feb-2006"	"A"	"A/EGY/3/2006"	"-1"	"-1"	"1d"	"VP1"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EF208758"	" 639"	"25-APR-2007"	"bovine"	"Egypt: Ismailia"	"09-Feb-2006"	"A"	"A/EGY/2/2006"	"-1"	"-1"	"1d"	"VP1"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EF208757"	" 639"	"25-APR-2007"	"bovine"	"Egypt: Ismailia"	"09-Feb-2006"	"A"	"A/EGY/1/2006"	"-1"	"-1"	"1d"	"VP1"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EF208756"	" 639"	"25-APR-2007"	"bovine"	"Egypt: Alexandria"	"13-May-1972"	"A"	"A/EGY/1/72"	"-1"	"-1"	"1d"	"VP1"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"EF208755"	" 639"	"25-APR-2007"	"bovine"	"Cameroon"	"2000"	"A"	"A/CAR/15/2000"	"-1"	"-1"	"1d"	"VP1"	"1"	"capsid polypeptide"	"FALSE"	"<1..>639"	"1"
"DQ834727"	" 639"	"28-FEB-2007"	"-1"	"Argentina"	"-1"	"O"	"O/Corrientes/Arg/06"	"-1"	"-1"	"1d"	"VP1"	"1"	"capsid protein"	"FALSE"	"<1..>639"	"1"
"DQ834726"	" 639"	"28-FEB-2007"	"-1"	"Brazil"	"-1"	"O"	"O/MS(4)/Bra/05"	"-1"	"-1"	"1d"	"VP1"	"1"	"capsid protein"	"FALSE"	"<1..>639"	"1"
"DQ834725"	" 639"	"28-FEB-2007"	"-1"	"Brazil"	"-1"	"O"	"O/MS(3)/Bra/05"	"-1"	"-1"	"1d"	"VP1"	"1"	"capsid protein"	"FALSE"	"<1..>639"	"1"
"DQ834724"	" 639"	"28-FEB-2007"	"-1"	"Brazil"	"-1"	"O"	"O/MS(2)/Bra/05"	"-1"	"-1"	"1d"	"VP1"	"1"	"capsid protein"	"FALSE"	"<1..>639"	"1"
"DQ834723"	" 639"	"28-FEB-2007"	"-1"	"Brazil"	"-1"	"O"	"O/MS(1j)/Bra/05"	"-1"	"-1"	"1d"	"VP1"	"1"	"capsid protein"	"FALSE"	"<1..>639"	"1"
"DQ834722"	" 639"	"28-FEB-2007"	"-1"	"Brazil"	"-1"	"O"	"O/MS(1i)/Bra/05"	"-1"	"-1"	"1d"	"VP1"	"1"	"capsid protein"	"FALSE"	"<1..>639"	"1"
"DQ834721"	" 639"	"28-FEB-2007"	"-1"	"Brazil"	"-1"	"O"	"O/MS(1h)/Bra/05"	"-1"	"-1"	"1d"	"VP1"	"1"	"capsid protein"	"FALSE"	"<1..>639"	"1"
"DQ834720"	" 639"	"28-FEB-2007"	"-1"	"Brazil"	"-1"	"O"	"O/MS(1g)/Bra/05"	"-1"	"-1"	"1d"	"VP1"	"1"	"capsid protein"	"FALSE"	"<1..>639"	"1"
"DQ834719"	" 639"	"28-FEB-2007"	"-1"	"Brazil"	"-1"	"O"	"O/MS(1f)/Bra/05"	"-1"	"-1"	"1d"	"VP1"	"1"	"capsid protein"	"FALSE"	"<1..>639"	"1"
"DQ834718"	" 639"	"28-FEB-2007"	"-1"	"Brazil"	"-1"	"O"	"O/MS(1e)/Bra/05"	"-1"	"-1"	"1d"	"VP1"	"1"	"capsid protein"	"FALSE"	"<1..>639"	"1"
"DQ834717"	" 639"	"28-FEB-2007"	"-1"	"Brazil"	"-1"	"O"	"O/MS(1d)/Bra/05"	"-1"	"-1"	"1d"	"VP1"	"1"	"capsid protein"	"FALSE"	"<1..>639"	"1"
"DQ834716"	" 639"	"28-FEB-2007"	"-1"	"Brazil"	"-1"	"O"	"O/MS(1c)/Bra/05"	"-1"	"-1"	"1d"	"VP1"	"1"	"capsid protein"	"FALSE"	"<1..>639"	"1"
"DQ834715"	" 639"	"28-FEB-2007"	"-1"	"Brazil"	"-1"	"O"	"O/MS(1b)/Bra/05"	"-1"	"-1"	"1d"	"VP1"	"1"	"capsid protein"	"FALSE"	"<1..>639"	"1"
"DQ834714"	" 639"	"28-FEB-2007"	"-1"	"Brazil"	"-1"	"O"	"O/MS(1a)/Bra/05"	"-1"	"-1"	"1d"	"VP1"	"1"	"capsid protein"	"FALSE"	"<1..>639"	"1"
"DQ834713"	" 639"	"28-FEB-2007"	"-1"	"Bolivia"	"-1"	"O"	"O/Potosi/Bol/03"	"-1"	"-1"	"1d"	"VP1"	"1"	"capsid protein"	"FALSE"	"<1..>639"	"1"
"DQ834712"	" 639"	"28-FEB-2007"	"-1"	"Bolivia"	"-1"	"O"	"O/Chuquisaca/Bol/03"	"-1"	"-1"	"1d"	"VP1"	"1"	"capsid protein"	"FALSE"	"<1..>639"	"1"
"DQ834711"	" 639"	"28-FEB-2007"	"-1"	"Paraguay"	"-1"	"O"	"O/Pozo Hondo/Par/03"	"-1"	"-1"	"1d"	"VP1"	"1"	"capsid protein"	"FALSE"	"<1..>639"	"1"
"DQ834710"	" 639"	"28-FEB-2007"	"-1"	"Paraguay"	"-1"	"O"	"O/Canindeyu/Par/02"	"-1"	"-1"	"1d"	"VP1"	"1"	"capsid protein"	"FALSE"	"<1..>639"	"1"
"DQ834709"	" 639"	"28-FEB-2007"	"-1"	"Bolivia"	"-1"	"O"	"O/Tarija/Bol/01"	"-1"	"-1"	"1d"	"VP1"	"1"	"capsid protein"	"FALSE"	"<1..>639"	"1"
"DQ834708"	" 639"	"28-FEB-2007"	"-1"	"Bolivia"	"-1"	"O"	"O/Tarija/Bol/00"	"-1"	"-1"	"1d"	"VP1"	"1"	"capsid protein"	"FALSE"	"<1..>639"	"1"
"DQ834707"	" 639"	"28-FEB-2007"	"-1"	"Uruguay"	"-1"	"O"	"O/Artigas/Uru/00"	"-1"	"-1"	"1d"	"VP1"	"1"	"capsid protein"	"FALSE"	"<1..>639"	"1"
"DQ834706"	" 639"	"28-FEB-2007"	"-1"	"Brazil"	"-1"	"O"	"O/RS/Bra/00"	"-1"	"-1"	"1d"	"VP1"	"1"	"capsid protein"	"FALSE"	"<1..>639"	"1"
"DQ834705"	" 639"	"28-FEB-2007"	"-1"	"Argentina"	"-1"	"O"	"O/Argentina/00"	"-1"	"-1"	"1d"	"VP1"	"1"	"capsid protein"	"FALSE"	"<1..>639"	"1"
"DQ834704"	" 639"	"28-FEB-2007"	"-1"	"Brazil"	"-1"	"O"	"O/MS/Bra/98"	"-1"	"-1"	"1d"	"VP1"	"1"	"capsid protein"	"FALSE"	"<1..>639"	"1"
"DQ077731"	" 639"	"22-AUG-2005"	"-1"	"Denmark"	"-1"	"O"	"O/Fraugde/DEN/c/83"	"O/DEN/83"	"-1"	"vp1"	"capsid protein"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"DQ077730"	" 639"	"22-AUG-2005"	"-1"	"Denmark"	"-1"	"O"	"O/Fraugde/DEN/b/83"	"O/DEN/83"	"-1"	"vp1"	"capsid protein"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"DQ077729"	" 639"	"22-AUG-2005"	"-1"	"Denmark"	"-1"	"O"	"O/Fraugde/DEN/a/83"	"O/DEN/83"	"-1"	"vp1"	"capsid protein"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"DQ077728"	" 639"	"22-AUG-2005"	"-1"	"Denmark"	"-1"	"O"	"O/Skelskor/DEN/22/82"	"O/DEN.B/82"	"-1"	"vp1"	"capsid protein"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"DQ077727"	" 639"	"22-AUG-2005"	"-1"	"Denmark"	"-1"	"O"	"O/Torreso/DEN/21/82"	"O/DEN.B/82"	"-1"	"vp1"	"capsid protein"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"DQ077726"	" 639"	"22-AUG-2005"	"-1"	"Denmark"	"-1"	"O"	"O/Otterup/DEN/20/82"	"O/DEN.B/82"	"-1"	"vp1"	"capsid protein"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"DQ077725"	" 639"	"22-AUG-2005"	"-1"	"Denmark"	"-1"	"O"	"O/Otterup/DEN/19/82"	"O/DEN.B/82"	"-1"	"vp1"	"capsid protein"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"DQ077724"	" 639"	"22-AUG-2005"	"-1"	"Denmark"	"-1"	"O"	"O/Otterup/DEN/18/82"	"O/DEN.B/82"	"-1"	"vp1"	"capsid protein"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"DQ077723"	" 639"	"22-AUG-2005"	"-1"	"Denmark"	"-1"	"O"	"O/Ferritslev/DEN/17/82"	"O/DEN.A/82"	"-1"	"vp1"	"capsid protein"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"DQ077722"	" 639"	"22-AUG-2005"	"-1"	"Denmark"	"-1"	"O"	"O/Ullerslev/DEN/14/82"	"O/DEN.A/82"	"-1"	"vp1"	"capsid protein"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"DQ077721"	" 639"	"22-AUG-2005"	"-1"	"Denmark"	"-1"	"O"	"O/Ferritslev/DEN/13/82"	"O/DEN.A/82"	"-1"	"vp1"	"capsid protein"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"DQ077720"	" 639"	"22-AUG-2005"	"-1"	"Denmark"	"-1"	"O"	"O/Ellinge/DEN/11/82"	"O/DEN.A/82"	"-1"	"vp1"	"capsid protein"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"DQ077719"	" 639"	"22-AUG-2005"	"-1"	"Denmark"	"-1"	"O"	"O/Lammehave/DEN/8/82"	"O/DEN.A/82"	"-1"	"vp1"	"capsid protein"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"DQ077718"	" 639"	"22-AUG-2005"	"-1"	"Denmark"	"-1"	"O"	"O/Gudbjerg/DEN/6/82"	"O/DEN.A/82"	"-1"	"vp1"	"capsid protein"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
"DQ077717"	" 639"	"22-AUG-2005"	"-1"	"Denmark"	"-1"	"O"	"O/Langeskov/DEN/5/82"	"O/DEN.A/82"	"-1"	"vp1"	"capsid protein"	"1"	"-1"	"FALSE"	"<1..>639"	"1"
